Cell_ID,SRA Accession,Run_ID,cell_line,tissue
s0273_mouse3_MDAMB231_Tumor_1cells,SRX15230142,SRR19163660,MDAMB231,Tumor
s0274_mouse3_MDAMB231_Tumor_1cells,SRX15230143,SRR19163659,MDAMB231,Tumor
s0275_mouse3_MDAMB231_Tumor_1cells,SRX15229212,SRR19162870,MDAMB231,Tumor
s0276_mouse3_MDAMB231_Tumor_1cells,SRX15229213,SRR19162869,MDAMB231,Tumor
s0277_mouse3_MDAMB231_Tumor_1cells,SRX15229214,SRR19162868,MDAMB231,Tumor
s0278_mouse3_MDAMB231_Tumor_1cells,SRX15229215,SRR19162867,MDAMB231,Tumor
s0279_mouse3_MDAMB231_Tumor_1cells,SRX15229216,SRR19162866,MDAMB231,Tumor
s0280_mouse3_MDAMB231_Tumor_1cells,SRX15229217,SRR19162865,MDAMB231,Tumor
s0281_mouse3_MDAMB231_Tumor_0cells,SRX15229218,SRR19162864,MDAMB231,Tumor
s0282_mouse3_MDAMB231_Tumor_1cells,SRX15229219,SRR19162863,MDAMB231,Tumor
s0283_mouse3_MDAMB231_Tumor_1cells,SRX15229220,SRR19162862,MDAMB231,Tumor
s0284_mouse3_MDAMB231_Tumor_1cells,SRX15229221,SRR19162861,MDAMB231,Tumor
s0285_mouse1_MDAMB231_Metastases_1cells,SRX15229222,SRR19162860,MDAMB231,Metastases
s0286_mouse1_MDAMB231_Metastases_0cells,SRX15229223,SRR19162859,MDAMB231,Metastases
s0287_mouse1_MDAMB231_Metastases_1cells,SRX15229224,SRR19162858,MDAMB231,Metastases
s0288_mouse1_MDAMB231_Metastases_1cells,SRX15229225,SRR19162857,MDAMB231,Metastases
s0289_mouse1_MDAMB231_Metastases_0cells,SRX15229226,SRR19162856,MDAMB231,Metastases
s0290_mouse1_MDAMB231_Metastases_0cells,SRX15229227,SRR19162855,MDAMB231,Metastases
s0291_mouse1_MDAMB231_Metastases_1cells,SRX15229306,SRR19163120,MDAMB231,Metastases
s0292_mouse1_MDAMB231_Metastases_0cells,SRX15229307,SRR19163119,MDAMB231,Metastases
s0293_mouse1_MDAMB231_Metastases_0cells,SRX15229308,SRR19163118,MDAMB231,Metastases
s0294_mouse1_MDAMB231_Metastases_1cells,SRX15229309,SRR19163117,MDAMB231,Metastases
s0295_mouse1_MDAMB231_Metastases_0cells,SRX15229310,SRR19163116,MDAMB231,Metastases
s0296_mouse1_MDAMB231_Metastases_1cells,SRX15229311,SRR19163115,MDAMB231,Metastases
s0297_mouse1_MDAMB231_Metastases_0cells,SRX15229312,SRR19163114,MDAMB231,Metastases
s0298_mouse1_MDAMB231_Metastases_0cells,SRX15229313,SRR19163113,MDAMB231,Metastases
s0299_mouse1_MDAMB231_Metastases_1cells,SRX15229314,SRR19163112,MDAMB231,Metastases
s0300_mouse1_MDAMB231_Metastases_1cells,SRX15229315,SRR19163111,MDAMB231,Metastases
s0301_mouse1_MDAMB231_Metastases_0cells,SRX15229316,SRR19163110,MDAMB231,Metastases
s0302_mouse1_MDAMB231_Metastases_0cells,SRX15229317,SRR19163109,MDAMB231,Metastases
s0303_mouse1_MDAMB231_Metastases_0cells,SRX15229318,SRR19163108,MDAMB231,Metastases
s0304_mouse1_MDAMB231_Metastases_0cells,SRX15229319,SRR19163107,MDAMB231,Metastases
s0305_mouse1_MDAMB231_Metastases_1cells,SRX15229320,SRR19163106,MDAMB231,Metastases
s0306_mouse1_MDAMB231_Metastases_0cells,SRX15229321,SRR19163105,MDAMB231,Metastases
s0307_mouse1_MDAMB231_Metastases_0cells,SRX15230224,SRR19163922,MDAMB231,Metastases
s0308_mouse1_MDAMB231_Metastases_1cells,SRX15230225,SRR19163921,MDAMB231,Metastases
s0309_mouse1_MDAMB231_Metastases_0cells,SRX15230226,SRR19163920,MDAMB231,Metastases
s0310_mouse1_MDAMB231_Metastases_0cells,SRX15230227,SRR19163919,MDAMB231,Metastases
s0311_mouse1_MDAMB231_Metastases_0cells,SRX15230228,SRR19163918,MDAMB231,Metastases
s0312_mouse1_MDAMB231_Metastases_1cells,SRX15230229,SRR19163917,MDAMB231,Metastases
s0313_mouse1_MDAMB231_Metastases_1cells,SRX15230230,SRR19163916,MDAMB231,Metastases
s0314_mouse1_MDAMB231_Metastases_1cells,SRX15230231,SRR19163915,MDAMB231,Metastases
s0315_mouse1_MDAMB231_Metastases_0cells,SRX15230232,SRR19163914,MDAMB231,Metastases
s0316_mouse1_MDAMB231_Metastases_0cells,SRX15230233,SRR19163913,MDAMB231,Metastases
s0317_mouse1_MDAMB231_Metastases_1cells,SRX15230234,SRR19163912,MDAMB231,Metastases
s0318_mouse1_MDAMB231_Metastases_0cells,SRX15230235,SRR19163911,MDAMB231,Metastases
s0319_mouse1_MDAMB231_Metastases_0cells,SRX15230236,SRR19163910,MDAMB231,Metastases
s0320_mouse1_MDAMB231_Metastases_1cells,SRX15230237,SRR19163909,MDAMB231,Metastases
s0321_mouse1_MDAMB231_Metastases_1cells,SRX15230238,SRR19163908,MDAMB231,Metastases
s0322_mouse1_MDAMB231_Metastases_0cells,SRX15230239,SRR19163907,MDAMB231,Metastases
s0323_mouse1_MDAMB231_Metastases_1cells,SRX15230144,SRR19163658,MDAMB231,Metastases
s0324_mouse1_MDAMB231_Metastases_0cells,SRX15230145,SRR19163657,MDAMB231,Metastases
s0325_mouse1_MDAMB231_Metastases_0cells,SRX15230146,SRR19163656,MDAMB231,Metastases
s0326_mouse1_MDAMB231_Metastases_1cells,SRX15230147,SRR19163655,MDAMB231,Metastases
s0327_mouse1_MDAMB231_Metastases_1cells,SRX15230148,SRR19163654,MDAMB231,Metastases
s0328_mouse1_MDAMB231_Metastases_0cells,SRX15230149,SRR19163653,MDAMB231,Metastases
s0329_mouse1_MDAMB231_Metastases_1cells,SRX15230150,SRR19163652,MDAMB231,Metastases
s0330_mouse1_MDAMB231_Metastases_1cells,SRX15230151,SRR19163651,MDAMB231,Metastases
s0331_mouse1_MDAMB231_Metastases_1cells,SRX15230152,SRR19163650,MDAMB231,Metastases
s0332_mouse1_MDAMB231_Metastases_1cells,SRX15230153,SRR19163649,MDAMB231,Metastases
s0333_mouse1_MDAMB231_Metastases_1cells,SRX15230154,SRR19163648,MDAMB231,Metastases
s0334_mouse1_MDAMB231_Metastases_0cells,SRX15230155,SRR19163647,MDAMB231,Metastases
s0335_mouse1_MDAMB231_Metastases_1cells,SRX15230156,SRR19163646,MDAMB231,Metastases
s0336_mouse1_MDAMB231_Metastases_0cells,SRX15230157,SRR19163645,MDAMB231,Metastases
s0337_mouse1_MDAMB231_Metastases_1cells,SRX15230158,SRR19163644,MDAMB231,Metastases
s0338_mouse1_MDAMB231_Metastases_0cells,SRX15230159,SRR19163643,MDAMB231,Metastases
s0339_mouse1_MDAMB231_Metastases_1cells,SRX15229324,SRR19163102,MDAMB231,Metastases
s0340_mouse1_MDAMB231_Metastases_1cells,SRX15229325,SRR19163101,MDAMB231,Metastases
s0341_mouse1_MDAMB231_Metastases_1cells,SRX15229326,SRR19163100,MDAMB231,Metastases
s0342_mouse1_MDAMB231_Metastases_0cells,SRX15229327,SRR19163099,MDAMB231,Metastases
s0343_mouse1_MDAMB231_Metastases_0cells,SRX15229328,SRR19163098,MDAMB231,Metastases
s0344_mouse1_MDAMB231_Metastases_0cells,SRX15229329,SRR19163097,MDAMB231,Metastases
s0345_mouse1_MDAMB231_Metastases_1cells,SRX15229330,SRR19163096,MDAMB231,Metastases
s0346_mouse1_MDAMB231_Metastases_1cells,SRX15229331,SRR19163095,MDAMB231,Metastases
s0347_mouse1_MDAMB231_Metastases_0cells,SRX15229332,SRR19163094,MDAMB231,Metastases
s0348_mouse1_MDAMB231_Metastases_0cells,SRX15229333,SRR19163093,MDAMB231,Metastases
s0349_mouse1_MDAMB231_Metastases_0cells,SRX15229334,SRR19163092,MDAMB231,Metastases
s0350_mouse1_MDAMB231_Metastases_0cells,SRX15229335,SRR19163091,MDAMB231,Metastases
s0351_mouse1_MDAMB231_Metastases_3cells,SRX15229336,SRR19163090,MDAMB231,Metastases
s0352_mouse1_MDAMB231_Metastases_1cells,SRX15229337,SRR19163089,MDAMB231,Metastases
s0353_mouse1_MDAMB231_Metastases_1cells,SRX15229338,SRR19163088,MDAMB231,Metastases
s0354_mouse1_MDAMB231_Metastases_0cells,SRX15229339,SRR19163087,MDAMB231,Metastases
s0355_mouse1_MDAMB231_Metastases_1cells,SRX15230240,SRR19163906,MDAMB231,Metastases
s0356_mouse1_MDAMB231_Metastases_0cells,SRX15230241,SRR19163905,MDAMB231,Metastases
s0357_mouse1_MDAMB231_Metastases_1cells,SRX15230242,SRR19163904,MDAMB231,Metastases
s0358_mouse1_MDAMB231_Metastases_1cells,SRX15230243,SRR19163903,MDAMB231,Metastases
s0359_mouse1_MDAMB231_Metastases_1cells,SRX15230244,SRR19163902,MDAMB231,Metastases
s0360_mouse1_MDAMB231_Metastases_1cells,SRX15230245,SRR19163901,MDAMB231,Metastases
s0361_mouse1_MDAMB231_Metastases_0cells,SRX15230246,SRR19163900,MDAMB231,Metastases
s0362_mouse1_MDAMB231_Metastases_0cells,SRX15230247,SRR19163899,MDAMB231,Metastases
s0363_mouse1_MDAMB231_Metastases_0cells,SRX15230248,SRR19163898,MDAMB231,Metastases
s0364_mouse1_MDAMB231_Metastases_1cells,SRX15230249,SRR19163897,MDAMB231,Metastases
s0365_mouse1_MDAMB231_Metastases_1cells,SRX15230250,SRR19163896,MDAMB231,Metastases
s0366_mouse1_MDAMB231_Metastases_1cells,SRX15230251,SRR19163895,MDAMB231,Metastases
s0367_mouse1_MDAMB231_Metastases_1cells,SRX15230252,SRR19163894,MDAMB231,Metastases
s0368_mouse1_MDAMB231_Metastases_0cells,SRX15230253,SRR19163893,MDAMB231,Metastases
s0369_mouse1_MDAMB231_Metastases_2cells,SRX15230254,SRR19163892,MDAMB231,Metastases
s0370_mouse1_MDAMB231_Metastases_1cells,SRX15230255,SRR19163891,MDAMB231,Metastases
s0371_mouse1_MDAMB231_Metastases_1cells,SRX15230160,SRR19163642,MDAMB231,Metastases
s0372_mouse1_MDAMB231_Metastases_0cells,SRX15230161,SRR19163641,MDAMB231,Metastases
s0373_mouse1_MDAMB231_Metastases_0cells,SRX15230162,SRR19163640,MDAMB231,Metastases
s0374_mouse1_MDAMB231_Metastases_0cells,SRX15230163,SRR19163639,MDAMB231,Metastases
s0375_mouse1_MDAMB231_Metastases_1cells,SRX15230164,SRR19163638,MDAMB231,Metastases
s0376_mouse1_MDAMB231_Metastases_1cells,SRX15230165,SRR19163637,MDAMB231,Metastases
s0377_mouse1_MDAMB231_Metastases_1cells,SRX15229650,SRR19163464,MDAMB231,Metastases
s0378_mouse1_MDAMB231_Metastases_0cells,SRX15229651,SRR19163463,MDAMB231,Metastases
s0379_mouse1_MDAMB231_Metastases_0cells,SRX15229652,SRR19163462,MDAMB231,Metastases
s0380_mouse1_MDAMB231_Metastases_0cells,SRX15229653,SRR19163461,MDAMB231,Metastases
s0477_mouse2_MDAMB231_Metastases_1cells,SRX15229654,SRR19163460,MDAMB231,Metastases
s0478_mouse2_MDAMB231_Metastases_1cells,SRX15229655,SRR19163459,MDAMB231,Metastases
s0479_mouse2_MDAMB231_Metastases_2cells,SRX15229656,SRR19163458,MDAMB231,Metastases
s0480_mouse2_MDAMB231_Metastases_1cells,SRX15229657,SRR19163457,MDAMB231,Metastases
s0481_mouse2_MDAMB231_Metastases_1cells,SRX15229658,SRR19163456,MDAMB231,Metastases
s0482_mouse2_MDAMB231_Metastases_1cells,SRX15229659,SRR19163455,MDAMB231,Metastases
s0483_mouse2_MDAMB231_Metastases_1cells,SRX15229228,SRR19162854,MDAMB231,Metastases
s0484_mouse2_MDAMB231_Metastases_1cells,SRX15229229,SRR19162853,MDAMB231,Metastases
s0485_mouse2_MDAMB231_Metastases_1cells,SRX15229230,SRR19162852,MDAMB231,Metastases
s0486_mouse2_MDAMB231_Metastases_1cells,SRX15229231,SRR19162851,MDAMB231,Metastases
s0487_mouse2_MDAMB231_Metastases_1cells,SRX15229232,SRR19162850,MDAMB231,Metastases
s0488_mouse2_MDAMB231_Metastases_1cells,SRX15229233,SRR19162849,MDAMB231,Metastases
s0489_mouse2_MDAMB231_Metastases_2cells,SRX15229234,SRR19162848,MDAMB231,Metastases
s0490_mouse2_MDAMB231_Metastases_1cells,SRX15229235,SRR19162847,MDAMB231,Metastases
s0491_mouse2_MDAMB231_Metastases_1cells,SRX15229236,SRR19162846,MDAMB231,Metastases
s0492_mouse2_MDAMB231_Metastases_1cells,SRX15229237,SRR19162845,MDAMB231,Metastases
s0493_mouse2_MDAMB231_Metastases_2cells,SRX15229238,SRR19162844,MDAMB231,Metastases
s0494_mouse2_MDAMB231_Metastases_1cells,SRX15229239,SRR19162843,MDAMB231,Metastases
s0495_mouse2_MDAMB231_Metastases_1cells,SRX15229240,SRR19162842,MDAMB231,Metastases
s0496_mouse2_MDAMB231_Metastases_1cells,SRX15229241,SRR19162841,MDAMB231,Metastases
s0497_mouse2_MDAMB231_Metastases_1cells,SRX15229242,SRR19162840,MDAMB231,Metastases
s0498_mouse2_MDAMB231_Metastases_1cells,SRX15229243,SRR19162839,MDAMB231,Metastases
s0499_mouse2_MDAMB231_Metastases_1cells,SRX15229340,SRR19163086,MDAMB231,Metastases
s0500_mouse2_MDAMB231_Metastases_1cells,SRX15229341,SRR19163085,MDAMB231,Metastases
s0501_mouse2_MDAMB231_Metastases_2cells,SRX15229342,SRR19163084,MDAMB231,Metastases
s0502_mouse2_MDAMB231_Metastases_1cells,SRX15229343,SRR19163083,MDAMB231,Metastases
s0503_mouse2_MDAMB231_Metastases_1cells,SRX15229344,SRR19163082,MDAMB231,Metastases
s0504_mouse2_MDAMB231_Metastases_1cells,SRX15229345,SRR19163081,MDAMB231,Metastases
s0505_mouse2_MDAMB231_Metastases_1cells,SRX15229346,SRR19163080,MDAMB231,Metastases
s0506_mouse2_MDAMB231_Metastases_1cells,SRX15229347,SRR19163079,MDAMB231,Metastases
s0507_mouse2_MDAMB231_Metastases_1cells,SRX15229348,SRR19163078,MDAMB231,Metastases
s0508_mouse2_MDAMB231_Metastases_1cells,SRX15229349,SRR19163077,MDAMB231,Metastases
s0509_mouse2_MDAMB231_Metastases_1cells,SRX15229350,SRR19163076,MDAMB231,Metastases
s0510_mouse2_MDAMB231_Metastases_1cells,SRX15229351,SRR19163075,MDAMB231,Metastases
s0511_mouse2_MDAMB231_Metastases_2cells,SRX15229352,SRR19163074,MDAMB231,Metastases
s0512_mouse2_MDAMB231_Metastases_2cells,SRX15229353,SRR19163073,MDAMB231,Metastases
s0513_mouse2_MDAMB231_Metastases_1cells,SRX15229354,SRR19163072,MDAMB231,Metastases
s0514_mouse2_MDAMB231_Metastases_1cells,SRX15229355,SRR19163071,MDAMB231,Metastases
s0515_mouse2_MDAMB231_Metastases_1cells,SRX15230256,SRR19163890,MDAMB231,Metastases
s0516_mouse2_MDAMB231_Metastases_1cells,SRX15230257,SRR19163889,MDAMB231,Metastases
s0517_mouse2_MDAMB231_Metastases_1cells,SRX15230258,SRR19163888,MDAMB231,Metastases
s0518_mouse2_MDAMB231_Metastases_2cells,SRX15230259,SRR19163887,MDAMB231,Metastases
s0519_mouse2_MDAMB231_Metastases_1cells,SRX15230260,SRR19163886,MDAMB231,Metastases
s0520_mouse2_MDAMB231_Metastases_2cells,SRX15230261,SRR19163885,MDAMB231,Metastases
s0521_mouse2_MDAMB231_Metastases_1cells,SRX15230262,SRR19163884,MDAMB231,Metastases
s0522_mouse2_MDAMB231_Metastases_2cells,SRX15230263,SRR19163883,MDAMB231,Metastases
s0523_mouse2_MDAMB231_Metastases_1cells,SRX15230264,SRR19163882,MDAMB231,Metastases
s0524_mouse2_MDAMB231_Metastases_1cells,SRX15230265,SRR19163881,MDAMB231,Metastases
s0525_mouse2_MDAMB231_Metastases_1cells,SRX15230266,SRR19163880,MDAMB231,Metastases
s0526_mouse2_MDAMB231_Metastases_1cells,SRX15230267,SRR19163879,MDAMB231,Metastases
s0527_mouse2_MDAMB231_Metastases_1cells,SRX15230268,SRR19163878,MDAMB231,Metastases
s0528_mouse2_MDAMB231_Metastases_1cells,SRX15230269,SRR19163877,MDAMB231,Metastases
s0529_mouse2_MDAMB231_Metastases_1cells,SRX15230270,SRR19163876,MDAMB231,Metastases
s0530_mouse2_MDAMB231_Metastases_1cells,SRX15230271,SRR19163875,MDAMB231,Metastases
s0531_mouse2_MDAMB231_Metastases_2cells,SRX15229660,SRR19163454,MDAMB231,Metastases
s0532_mouse2_MDAMB231_Metastases_1cells,SRX15229661,SRR19163453,MDAMB231,Metastases
s0533_mouse2_MDAMB231_Metastases_1cells,SRX15229662,SRR19163452,MDAMB231,Metastases
s0534_mouse2_MDAMB231_Metastases_1cells,SRX15229663,SRR19163451,MDAMB231,Metastases
s0535_mouse2_MDAMB231_Metastases_1cells,SRX15229664,SRR19163450,MDAMB231,Metastases
s0536_mouse2_MDAMB231_Metastases_1cells,SRX15229665,SRR19163449,MDAMB231,Metastases
s0537_mouse2_MDAMB231_Metastases_1cells,SRX15229666,SRR19163448,MDAMB231,Metastases
s0538_mouse2_MDAMB231_Metastases_1cells,SRX15229667,SRR19163447,MDAMB231,Metastases
s0539_mouse2_MDAMB231_Metastases_1cells,SRX15229668,SRR19163446,MDAMB231,Metastases
s0540_mouse2_MDAMB231_Metastases_1cells,SRX15229669,SRR19163445,MDAMB231,Metastases
s0541_mouse2_MDAMB231_Metastases_1cells,SRX15229670,SRR19163444,MDAMB231,Metastases
s0542_mouse2_MDAMB231_Metastases_1cells,SRX15229671,SRR19163443,MDAMB231,Metastases
s0543_mouse2_MDAMB231_Metastases_1cells,SRX15229672,SRR19163442,MDAMB231,Metastases
s0544_mouse2_MDAMB231_Metastases_1cells,SRX15229673,SRR19163441,MDAMB231,Metastases
s0545_mouse2_MDAMB231_Metastases_1cells,SRX15229674,SRR19163440,MDAMB231,Metastases
s0546_mouse2_MDAMB231_Metastases_1cells,SRX15229675,SRR19163439,MDAMB231,Metastases
s0547_mouse2_MDAMB231_Metastases_1cells,SRX15229244,SRR19162838,MDAMB231,Metastases
s0548_mouse2_MDAMB231_Metastases_1cells,SRX15229245,SRR19162837,MDAMB231,Metastases
s0549_mouse2_MDAMB231_Metastases_1cells,SRX15229246,SRR19162836,MDAMB231,Metastases
s0550_mouse2_MDAMB231_Metastases_1cells,SRX15229247,SRR19162835,MDAMB231,Metastases
s0551_mouse2_MDAMB231_Metastases_1cells,SRX15229248,SRR19162834,MDAMB231,Metastases
s0552_mouse2_MDAMB231_Metastases_0cells,SRX15229249,SRR19162833,MDAMB231,Metastases
s0553_mouse2_MDAMB231_Metastases_2cells,SRX15229250,SRR19162832,MDAMB231,Metastases
s0554_mouse2_MDAMB231_Metastases_1cells,SRX15229251,SRR19162831,MDAMB231,Metastases
s0555_mouse2_MDAMB231_Metastases_1cells,SRX15229252,SRR19162830,MDAMB231,Metastases
s0556_mouse2_MDAMB231_Metastases_1cells,SRX15229253,SRR19162829,MDAMB231,Metastases
s0557_mouse2_MDAMB231_Metastases_2cells,SRX15229254,SRR19162828,MDAMB231,Metastases
s0558_mouse2_MDAMB231_Metastases_1cells,SRX15229255,SRR19162827,MDAMB231,Metastases
s0559_mouse2_MDAMB231_Metastases_2cells,SRX15229256,SRR19162826,MDAMB231,Metastases
s0560_mouse2_MDAMB231_Metastases_1cells,SRX15229257,SRR19162825,MDAMB231,Metastases
s0561_mouse2_MDAMB231_Metastases_1cells,SRX15229258,SRR19162824,MDAMB231,Metastases
s0562_mouse2_MDAMB231_Metastases_1cells,SRX15229259,SRR19162823,MDAMB231,Metastases
s0563_mouse2_MDAMB231_Metastases_1cells,SRX15229356,SRR19163070,MDAMB231,Metastases
s0564_mouse2_MDAMB231_Metastases_0cells,SRX15229357,SRR19163069,MDAMB231,Metastases
s0565_mouse2_MDAMB231_Metastases_0cells,SRX15229358,SRR19163068,MDAMB231,Metastases
s0566_mouse2_MDAMB231_Metastases_1cells,SRX15229359,SRR19163067,MDAMB231,Metastases
s0567_mouse2_MDAMB231_Metastases_1cells,SRX15229360,SRR19163066,MDAMB231,Metastases
s0568_mouse2_MDAMB231_Metastases_1cells,SRX15229361,SRR19163065,MDAMB231,Metastases
s0569_mouse2_MDAMB231_Metastases_2cells,SRX15229362,SRR19163064,MDAMB231,Metastases
s0570_mouse2_MDAMB231_Metastases_0cells,SRX15229363,SRR19163063,MDAMB231,Metastases
s0571_mouse2_MDAMB231_Metastases_0cells,SRX15229364,SRR19163062,MDAMB231,Metastases
s0572_mouse2_MDAMB231_Metastases_0cells,SRX15229365,SRR19163061,MDAMB231,Metastases
s0573_mouse3_MDAMB231_Metastases_1cells,SRX15229366,SRR19163060,MDAMB231,Metastases
s0574_mouse3_MDAMB231_Metastases_1cells,SRX15229367,SRR19163059,MDAMB231,Metastases
s0575_mouse3_MDAMB231_Metastases_1cells,SRX15229368,SRR19163058,MDAMB231,Metastases
s0576_mouse3_MDAMB231_Metastases_1cells,SRX15229369,SRR19163057,MDAMB231,Metastases
s0577_mouse3_MDAMB231_Metastases_1cells,SRX15229370,SRR19163056,MDAMB231,Metastases
s0578_mouse3_MDAMB231_Metastases_1cells,SRX15229371,SRR19163055,MDAMB231,Metastases
s0579_mouse3_MDAMB231_Metastases_1cells,SRX15230272,SRR19163874,MDAMB231,Metastases
s0580_mouse3_MDAMB231_Metastases_1cells,SRX15230273,SRR19163873,MDAMB231,Metastases
s0581_mouse3_MDAMB231_Metastases_1cells,SRX15230274,SRR19163872,MDAMB231,Metastases
s0582_mouse3_MDAMB231_Metastases_1cells,SRX15230275,SRR19163871,MDAMB231,Metastases
s0583_mouse3_MDAMB231_Metastases_1cells,SRX15230276,SRR19163870,MDAMB231,Metastases
s0584_mouse3_MDAMB231_Metastases_2cells,SRX15230277,SRR19163869,MDAMB231,Metastases
s0585_mouse3_MDAMB231_Metastases_2cells,SRX15230278,SRR19163868,MDAMB231,Metastases
s0586_mouse3_MDAMB231_Metastases_2cells,SRX15230279,SRR19163867,MDAMB231,Metastases
s0587_mouse3_MDAMB231_Metastases_3cells,SRX15230280,SRR19163866,MDAMB231,Metastases
s0588_mouse3_MDAMB231_Metastases_1cells,SRX15230281,SRR19163865,MDAMB231,Metastases
s0589_mouse3_MDAMB231_Metastases_2cells,SRX15230282,SRR19163864,MDAMB231,Metastases
s0590_mouse3_MDAMB231_Metastases_1cells,SRX15230283,SRR19163863,MDAMB231,Metastases
s0591_mouse3_MDAMB231_Metastases_1cells,SRX15230284,SRR19163862,MDAMB231,Metastases
s0592_mouse3_MDAMB231_Metastases_2cells,SRX15230285,SRR19163861,MDAMB231,Metastases
s0593_mouse3_MDAMB231_Metastases_1cells,SRX15230286,SRR19163860,MDAMB231,Metastases
s0594_mouse3_MDAMB231_Metastases_2cells,SRX15230287,SRR19163859,MDAMB231,Metastases
s0595_mouse3_MDAMB231_Metastases_1cells,SRX15229676,SRR19163438,MDAMB231,Metastases
s0596_mouse3_MDAMB231_Metastases_2cells,SRX15229677,SRR19163437,MDAMB231,Metastases
s0597_mouse3_MDAMB231_Metastases_1cells,SRX15229678,SRR19163436,MDAMB231,Metastases
s0598_mouse3_MDAMB231_Metastases_1cells,SRX15229679,SRR19163435,MDAMB231,Metastases
s0599_mouse3_MDAMB231_Metastases_2cells,SRX15229680,SRR19163434,MDAMB231,Metastases
s0600_mouse3_MDAMB231_Metastases_2cells,SRX15229681,SRR19163433,MDAMB231,Metastases
s0601_mouse3_MDAMB231_Metastases_1cells,SRX15229682,SRR19163432,MDAMB231,Metastases
s0602_mouse3_MDAMB231_Metastases_1cells,SRX15229683,SRR19163431,MDAMB231,Metastases
s0603_mouse3_MDAMB231_Metastases_2cells,SRX15229684,SRR19163430,MDAMB231,Metastases
s0604_mouse3_MDAMB231_Metastases_1cells,SRX15229685,SRR19163429,MDAMB231,Metastases
s0605_mouse3_MDAMB231_Metastases_2cells,SRX15229686,SRR19163428,MDAMB231,Metastases
s0606_mouse3_MDAMB231_Metastases_1cells,SRX15229687,SRR19163427,MDAMB231,Metastases
s0607_mouse3_MDAMB231_Metastases_2cells,SRX15229688,SRR19163426,MDAMB231,Metastases
s0608_mouse3_MDAMB231_Metastases_2cells,SRX15229689,SRR19163425,MDAMB231,Metastases
s0609_mouse3_MDAMB231_Metastases_1cells,SRX15229690,SRR19163424,MDAMB231,Metastases
s0610_mouse3_MDAMB231_Metastases_1cells,SRX15229691,SRR19163423,MDAMB231,Metastases
s0611_mouse3_MDAMB231_Metastases_1cells,SRX15229260,SRR19162822,MDAMB231,Metastases
s0612_mouse3_MDAMB231_Metastases_2cells,SRX15229261,SRR19162821,MDAMB231,Metastases
s0613_mouse3_MDAMB231_Metastases_1cells,SRX15229262,SRR19162820,MDAMB231,Metastases
s0614_mouse3_MDAMB231_Metastases_1cells,SRX15229263,SRR19162819,MDAMB231,Metastases
s0615_mouse3_MDAMB231_Metastases_1cells,SRX15229264,SRR19162818,MDAMB231,Metastases
s0616_mouse3_MDAMB231_Metastases_1cells,SRX15229265,SRR19162817,MDAMB231,Metastases
s0617_mouse3_MDAMB231_Metastases_2cells,SRX15229266,SRR19162816,MDAMB231,Metastases
s0618_mouse3_MDAMB231_Metastases_1cells,SRX15229267,SRR19162815,MDAMB231,Metastases
s0619_mouse3_MDAMB231_Metastases_1cells,SRX15229268,SRR19162814,MDAMB231,Metastases
s0620_mouse3_MDAMB231_Metastases_1cells,SRX15229269,SRR19162813,MDAMB231,Metastases
s0621_mouse3_MDAMB231_Metastases_1cells,SRX15229270,SRR19162812,MDAMB231,Metastases
s0622_mouse3_MDAMB231_Metastases_1cells,SRX15229271,SRR19162811,MDAMB231,Metastases
s0623_mouse3_MDAMB231_Metastases_1cells,SRX15229272,SRR19162810,MDAMB231,Metastases
s0624_mouse3_MDAMB231_Metastases_0cells,SRX15229273,SRR19162809,MDAMB231,Metastases
s0625_mouse3_MDAMB231_Metastases_1cells,SRX15229274,SRR19162808,MDAMB231,Metastases
s0626_mouse3_MDAMB231_Metastases_1cells,SRX15229275,SRR19162807,MDAMB231,Metastases
s0627_mouse3_MDAMB231_Metastases_2cells,SRX15229372,SRR19163054,MDAMB231,Metastases
s0628_mouse3_MDAMB231_Metastases_3cells,SRX15229373,SRR19163053,MDAMB231,Metastases
s0629_mouse3_MDAMB231_Metastases_1cells,SRX15229374,SRR19163052,MDAMB231,Metastases
s0630_mouse3_MDAMB231_Metastases_0cells,SRX15229375,SRR19163051,MDAMB231,Metastases
s0631_mouse3_MDAMB231_Metastases_2cells,SRX15229376,SRR19163050,MDAMB231,Metastases
s0632_mouse3_MDAMB231_Metastases_2cells,SRX15229377,SRR19163049,MDAMB231,Metastases
s0633_mouse3_MDAMB231_Metastases_2cells,SRX15229378,SRR19163048,MDAMB231,Metastases
s0634_mouse3_MDAMB231_Metastases_3cells,SRX15229379,SRR19163047,MDAMB231,Metastases
s0635_mouse3_MDAMB231_Metastases_2cells,SRX15229380,SRR19163046,MDAMB231,Metastases
s0636_mouse3_MDAMB231_Metastases_2cells,SRX15229381,SRR19163045,MDAMB231,Metastases
s0637_mouse3_MDAMB231_Metastases_5cells,SRX15229382,SRR19163044,MDAMB231,Metastases
s0638_mouse3_MDAMB231_Metastases_1cells,SRX15229383,SRR19163043,MDAMB231,Metastases
s0639_mouse3_MDAMB231_Metastases_2cells,SRX15229384,SRR19163042,MDAMB231,Metastases
s0640_mouse3_MDAMB231_Metastases_2cells,SRX15229385,SRR19163041,MDAMB231,Metastases
s0641_mouse3_MDAMB231_Metastases_2cells,SRX15229386,SRR19163040,MDAMB231,Metastases
